author,img,intro,name,state,type,url 
皇家雇佣猫,//bookcover.yuewen.com/qdbimg/349573/1009961135/150,吾十有五，而志于学，三十而立，四十而不惑，五十而知天命……从1996开始，重塑一生中最精华的三十年……这是一本带点文艺的重生文……,重塑人生三十年,连载中,都市生活,//book.qidian.com/info/1009961135
轻泉流响,//bookcover.yuewen.com/qdbimg/349573/1009720842/150,琉璃市，与米可利作为协调家的代表迎战传统训练家，奠定了华丽大赛的地位。栖水市，成为史上最年轻的高级培育家，名字被永久记载于培育家协会。华蓝市，以训练家的身份重归故乡，单宠吊打捕虫少年，一路横推短裤小子,宠物小精灵之庭树,连载中,衍生同人,//book.qidian.com/info/1009720842
断桥残雪,//bookcover.yuewen.com/qdbimg/349573/1004174819/150,财法侣地，修行其实是一项非常耗钱的奢侈运动。无意中得到传说中修道，炼丹，医药学家葛洪的传承，淳朴的山里人葛东旭开始努力赚钱。当大多数人还在读高中时，他为了炼丹修行已经开始一边读书一边赚钱。当大多数人读,都市超级医圣,连载中,异术超能,//book.qidian.com/info/1004174819
葫芦村人,//bookcover.yuewen.com/qdbimg/349573/1010514176/150,工业革命之后，欧洲科技发展数百年，新中国成立不过几十年。普通科技产业，我们需要埋头追赶；在高精尖端领域，我们需要弯道超车。作为一名在军工单位奋斗了数十年的技术人员，谢凯重生了，回到了那个改变了他跟很多,重生军工子弟,连载中,都市生活,//book.qidian.com/info/1010514176
误道者,//bookcover.yuewen.com/qdbimg/349573/2226569/150,不堕轮回入大千，心传一道在人间。愿起一剑杀万劫，无情换作有情天!…………大道争锋全订阅VIP群：【235032815】（新群）粉丝自建订阅群：布须玄天·昆始陆（526275426）入群要求粉丝积分20,大道争锋,连载中,幻想修仙,//book.qidian.com/info/2226569
一梦黄粱,//bookcover.yuewen.com/qdbimg/349573/1005405437/150,人间百态，万千神通，不过一山，一寺，一和尚而已。新书：《兔子必须死》于6月1日开始更新，喜欢黄粱的朋友，可以去看看哦。,老衲要还俗,完本,都市生活,//book.qidian.com/info/1005405437
袖里箭,//bookcover.yuewen.com/qdbimg/349573/1010092001/150,这是一个单人徒手拆城墙的世界，女帝养着一只麒麟，大夏皇宫的池子里有龙存在，还有只闻其名的剑山，不时有灵剑下山寻主。任八千紧抱女帝大腿，大步走上人生巅峰。每个成功的男人背后都有那么一个女人。,女帝家的小白脸,连载中,异术超能,//book.qidian.com/info/1010092001
白色十三号,//bookcover.yuewen.com/qdbimg/349573/1009514754/150,新书《魔气沸腾》已发布我要躺在钞票堆里打滚！我要做好莱坞巨星！群：323320648。,最佳影星,完本,都市生活,//book.qidian.com/info/1009514754
左耳思念,//bookcover.yuewen.com/qdbimg/349573/1003713593/150,带着一身通天本领强势回归。会治病、会算命、会炼药、会摆阵、会炼符……“这个世界上没有我办不到的事情！”——沈风。——————————————————读者群：539912693,最强医圣,连载中,异术超能,//book.qidian.com/info/1003713593
写字板,//bookcover.yuewen.com/qdbimg/349573/1010730806/150,这是~什~么~鬼~~？”只见一位身穿华丽银甲的绝美少年，一边把玩着身后伸过来的圣光羽翼，一边无比震惊的说道。而他所在的地方，是一间足足有数千平方米的巨型白色大殿，四壁和穹顶上都有精美至极的雕塑，正中间,天神学院,连载中,幻想修仙,//book.qidian.com/info/1010730806
库奇奇,//bookcover.yuewen.com/qdbimg/349573/1004049449/150,我叫林奇，在拆迁办工作，今年年初的时候负责一个旧小区的拆迁。小区中有一住户，门口挂着“青叶灵异事务所”的古怪牌子，屋子被改造成了办公室，废弃多时，积满了灰尘。在办公室的档案柜中，整齐陈列着大量文件和资,青叶灵异事务所,完本,悬疑侦探,//book.qidian.com/info/1004049449
血蝠,//bookcover.yuewen.com/qdbimg/349573/1004081397/150,一个古董商人兼古玩藏家带着几十年的从业经验，回到80年代中期自己年轻时。然后，他发现想要找好藏品是如此简单；至于发财？不好意思，还得一步步来......qq群号424089826，欢迎加入。（血蝠自《,古董商的寻宝之旅,连载中,都市生活,//book.qidian.com/info/1004081397
牛笔,//bookcover.yuewen.com/qdbimg/349573/1010499748/150,在这个世界，人类在进化，动物在进化，植物也在进化。站在进化金字塔顶端的人，被称为神。走到进化顶点的动物植物，被称为妖。某个平行次元的2012年，古老预言中的末日降临，连续三天的黑夜笼罩了全世界。大灾变,进化之路,连载中,原生幻想,//book.qidian.com/info/1010499748
发狂的妖魔,//bookcover.yuewen.com/qdbimg/349573/3544421/150,五年前，萧凡突然神秘失踪，生不见人，死不见尸，没人知道他其实是去了一个广袤无边，仙神林立，妖魔横行的仙侠世界。五年后，萧凡已经在那个仙侠世界度过了漫长的五千年，带着一身神秘莫测，通天动地的能力，他又重,从仙侠世界归来,连载中,异术超能,//book.qidian.com/info/3544421
嗷世巅锋,//bookcover.yuewen.com/qdbimg/349573/1010009787/150,非贾府人物开局，以推理能力名震官场，以纯爷们视角解读红楼！PS：这不是去幼儿园的车，纯洁少年请不要乱上。,红楼名侦探,连载中,架空历史,//book.qidian.com/info/1010009787
菠菜面筋,//bookcover.yuewen.com/qdbimg/349573/1004052452/150,不管用什么样的食材都能做出美食，这才是好厨子！——《菜谱系统》炊事兵QQ群66189641微信群二维码在QQ群相册炊事兵全订群555273557,最强炊事兵,连载中,军旅生涯,//book.qidian.com/info/1004052452
明月地上霜,//bookcover.yuewen.com/qdbimg/349573/1009397018/150,简介？不存在的，书都是假的，简介当然也是假的啊！哈哈哈哈哈哈，假的，都是假的，什么修仙，什么小说，统统都是假的！不要碰朕！朕不要吃药，朕没疯！总有书友想害朕！哈哈哈哈，你们这些基佬都想害朕，护驾！护驾,我修的可能是假仙,连载中,搞笑吐槽,//book.qidian.com/info/1009397018
愤怒的香蕉,//bookcover.yuewen.com/qdbimg/349573/1979049/150,武朝末年，岁月峥嵘，天下纷乱，金辽相抗，局势动荡，百年屈辱，终于望见结束的第一缕曙光，天祚帝、完颜阿骨打、吴乞买，成吉思汗铁木真、札木合、赤老温、木华黎、博尔忽、博尔术、秦桧、岳飞、李纲、种师道、唐恪,赘婿,连载中,架空历史,//book.qidian.com/info/1979049
那一只蚊子,//bookcover.yuewen.com/qdbimg/349573/1009817672/150,苏晓与轮回乐园签订契约，穿梭在各个动漫世界内执行任务。喰种世界，苏晓手持利刃追杀独眼枭·高槻泉十几条街区。顶上战场，苏晓站在海军的尸堆上，遥望处刑台上脸色难看的战国，以及目瞪口呆的艾斯。众契约者：“你,轮回乐园,连载中,衍生同人,//book.qidian.com/info/1009817672
有梦之人,//bookcover.yuewen.com/qdbimg/349573/1009243008/150,在电影的世界里唯有不断地变强，才能主宰自己的命运。“当人们看到你成功的光芒，便会忘记你手段的黑暗。”徐一凡如是地说。正版订阅群：636729383,电影的世界,连载中,时空穿梭,//book.qidian.com/info/1009243008
我最白,//bookcover.yuewen.com/qdbimg/349573/1010438082/150,这是一个片场暴君肆虐在文娱大时代的故事，一个背负此岸之繁华，成就彼岸之神话的故事——可以说是非常扯淡。ps：已有均订破万作品《文娱教父》，欢迎阅读！,文娱万岁,连载中,都市生活,//book.qidian.com/info/1010438082
风消逝,//bookcover.yuewen.com/qdbimg/349573/1010495773/150,天穹雷霆劈裂了命运轨迹，浩渺光芒照亮了无垠星空。现代世界，妖魔滋生，鬼怪肆虐，武术与奇能绽放出了不可思议的光芒……这是一个凡人踏上命运星空之旅的故事。君临VIP之QQ群：687717334,君临星空,连载中,异世大陆,//book.qidian.com/info/1010495773
牧狐,//bookcover.yuewen.com/qdbimg/349573/1004150862/150,巫师的地位，在各大陆与泛位面中，超然无上。神秘、智慧、残忍、血腥，俨然是巫师的代名词。但真实的巫师又是什么样的？安格尔在接触巫师世界后，得出一个结论：巫师，是一种用唯心思想明照自我，却用唯物的态度辩证,超维术士,连载中,异世大陆,//book.qidian.com/info/1004150862
隐为者,//bookcover.yuewen.com/qdbimg/349573/1011029555/150,被誉为最年轻的院士级高级工程师赵国阳重生90年代，在这个经济全球化的时代，凭着过人智慧与不凡见识，创造了一个又一个奇迹，成为一个令世界为之震惊的名字！点滴凝聚智慧、汗水铸就辉煌，见证大国崛起！,工业之王,连载中,都市生活,//book.qidian.com/info/1011029555
黑袍雷斯林,//bookcover.yuewen.com/qdbimg/349573/1010911953/150,逃离现实的沈言，闯进了一个瑰丽的奇幻世界。,环城术士,连载中,时空穿梭,//book.qidian.com/info/1010911953
落花独立,//bookcover.yuewen.com/qdbimg/349573/1010076011/150,穿越异界，成为帝国唯一继承人，日后更可继承皇位，没毛病，这很主角！只可惜时不我待，晚生了十几年，未能力挽狂澜于国破家亡之前！只能无奈沦为囚犯，被困樊笼不得逃脱！好在有诸天万界作为后盾，更可用气运兑换诸,无限气运主宰,连载中,游戏异界,//book.qidian.com/info/1010076011
明镜依非台,//bookcover.yuewen.com/qdbimg/349573/1010504607/150,穿越二次元，身附真理之门，穿梭无尽世界，目标成就至高神！！陈安夏一觉醒来却发现世界已经变了，自己重生到了二次元的世界，在灵魂深处还有一道门“什么，竟然是真理之门！？”这一世，我一定要不留遗憾，我要在诸,二次元之真理之门,连载中,衍生同人,//book.qidian.com/info/1010504607
葆星,//bookcover.yuewen.com/qdbimg/349573/1010474573/150,这是最好的时代，一切，从穿越当天原主人的绿茶婊女友在毕业典礼上当着全校师生向自己表白说起。我来，我见，我征服！我是林尘，我为自己代言！,文娱复兴,连载中,娱乐明星,//book.qidian.com/info/1010474573
卖萌无敌小小宝,//bookcover.yuewen.com/qdbimg/349573/1010476249/150,张楚的文娱人生，从高考满分作文开始。他是悬疑推理大师，都市言情教主，盗墓探险鼻祖，现代文学接班人。华语文坛迎来救世主！-------已有完本作品《文艺大明星》、《黄金牧场》。更新稳定，人品保障，请放心,文坛救世主,连载中,都市生活,//book.qidian.com/info/1010476249
为情成痴,//bookcover.yuewen.com/qdbimg/349573/1005242740/150,老司机翻车，居然蹦出个‘土豪系统’。做任务，抽大奖，疯狂散财玩科技，一不小心，苏诚就成了神级土豪。“花钱是件极其无聊的事情，真的，不骗你。”“我这辈子最后悔的事情，就是赚了太多钱。”“一旦花不完，还得,疯狂神豪玩科技,完本,都市生活,//book.qidian.com/info/1005242740
你好再见见,//bookcover.yuewen.com/qdbimg/349573/1009607977/150,诡异的小树，奇异的世界，无尽的危险，生存还是毁灭，这问题太难，是挣扎求生，还是随波逐流自生自灭，到底该何去何从……本书QQ群:300418330,活在诸天,连载中,东方玄幻,//book.qidian.com/info/1009607977
大江入海,//bookcover.yuewen.com/qdbimg/349573/1006898513/150,一个莫名其妙得了另一个平行世界记忆的家伙，野蛮粗暴的一头扎进了文娱圈。他像一个鲶鱼一般，搅的整个文娱圈鸡飞狗跳，人人见之变色。他是一个不是明星的明星。是一个会说相声的作家，是一个会武术的诗人，是一个演,郭大炮的文娱生涯,连载中,都市生活,//book.qidian.com/info/1006898513
土土士,//bookcover.yuewen.com/qdbimg/349573/1005403859/150,我曾行走在世界屋脊：珠穆朗玛峰的冰冷山脊上；也曾穿越在死亡沙漠：撒啦哈大沙漠的无人区中；我曾从万米的高空，极限跳伞定点进入燕子洞；也曾潜入百米深的百慕大三角深海，与海底鲨鱼搏斗！我叫陈旭，华夏人，世界,直播之荒野挑战,连载中,都市生活,//book.qidian.com/info/1005403859
吃瓜子群众,//bookcover.yuewen.com/qdbimg/349573/1007994514/150,穿越了，怎么还带着赫拉迪克方块。骑士很帅，巫师拉风。你说我是做骑士还是做巫师呢？Ｑ群（普通群）：７８７８６８１Ｑ群（VIP群）：７９９９１８６,巫师亚伯,连载中,剑与魔法,//book.qidian.com/info/1007994514
赤军,//bookcover.yuewen.com/qdbimg/349573/1010579888/150,宁平城之战掀开了西晋政权的终章，根据史书记载，上起王公大臣，下至将吏兵丁，尽为胡军所杀，竟“无一人得免者”……不，在尸山血海里，还是有一个年轻人爬了起来，他手执一柄如意，狠狠地向胡帅额头砸去！中原陆沉,勒胡马,连载中,两晋隋唐,//book.qidian.com/info/1010579888
两只陈洁南,//bookcover.yuewen.com/qdbimg/349573/1010032521/150,这是一个二次穿越的穿越者，在巫师世界踏上巫师之路的故事。在末日世界猎取晶核，在始祖世界提取血脉，在诸神世界猎杀诸神...身带穿越异能，穿梭无尽世界，掠夺无尽世界的知识与资源，成就自身巫师之道...欢迎,巫师不朽,连载中,史诗奇幻,//book.qidian.com/info/1010032521
黑暗风,//bookcover.yuewen.com/qdbimg/349573/3488233/150,这是一个关于被外星人绑架后送回地球的少年的故事，然而这个地球好像有哪里不太对；这是一个关于可爱的男孩纸在日本做动漫和游戏的故事，然而魔法少女是shenmegui；这是一个有关绅士与妹妹与学姐与大小姐与,东京绅士物语,连载中,都市生活,//book.qidian.com/info/3488233
终极侧位,//bookcover.yuewen.com/qdbimg/349573/3687209/150,穿越者站在新天鹅堡的露台上，遥望着柏林的方向。那里是帝国的中心。“总有一天，我会让世界都知道，普鲁士不等于德国，当霍亨索伦家族无法让这个帝国崛起的时候，就让南德接过他们的责任和荣耀吧！”全新的角度，描,帝国的崛起,连载中,外国历史,//book.qidian.com/info/3687209
不是浮云,//bookcover.yuewen.com/qdbimg/349573/1010044301/150,有没想过在武侠游戏里用魔法，西幻游戏里用武功，石器游戏里开歼星舰？《家园》是一款囊括一切的游戏，玩家可从家园进入一个个不同的游戏，体验不同游戏的同时，从中获得各种稀有道具和技能，通过家园带到别的游戏内,我的身体有bug,连载中,虚拟网游,//book.qidian.com/info/1010044301
陈词懒调,//bookcover.yuewen.com/qdbimg/349573/1004936518/150,末世时期战死的老军团长，重生为末世结束五百年后的新世纪小鲜肉（？）……“每当我脑子里响起BGM的时候，就觉得自己无所畏惧。”——方召。————————————————已创作三本小说，《星级猎人》、《回,未来天王,连载中,未来世界,//book.qidian.com/info/1004936518
金印,//bookcover.yuewen.com/qdbimg/349573/1006635077/150,"我的哭不是哭，我的笑不是笑..谐星....娱乐圈一个特殊的产物，每每奉上笑果，但笑完之后只剩下心酸,让人心疼不已的一群人。装疯卖傻、扮丑洋相只是遮掩他们内心的痛处以及倔强...为什么要当谐星？当有人问",综艺之谐星传奇,连载中,娱乐明星,//book.qidian.com/info/1006635077
再来一盘菇凉,//bookcover.yuewen.com/qdbimg/349573/1010442026/150,一个关于港岛电影的故事。我是吴孝祖，拍出最好的电影，享受最美好的时光。菇凉的电影院群号：36744687,我本港岛电影人,连载中,都市生活,//book.qidian.com/info/1010442026
帘秋霁,//bookcover.yuewen.com/qdbimg/349573/1010566274/150,一觉醒来，沈耘成为异世华夏水木大学的国防生。意外被分配到某甲种野战师，面对上级的看重，同僚的不屑，以及手底下一般号称放羊班的新兵蛋子，身怀系统，看他如何成就一代兵王。建了个群，643797053,最强国防生,连载中,军旅生涯,//book.qidian.com/info/1010566274
剑舞秀,//bookcover.yuewen.com/qdbimg/349573/1010839934/150,路人甲：“听说了吗？大清亡了！”路人乙：“你是哪个原始部落穿越过来的？”路人甲：“嗯，听说了吗？外星人要跟咱们在一个服务器玩游戏了！”路人乙：“这特么全地球的人都知道了。”路人甲：“嗯，听说了吗？人类,还是地球人狠,连载中,异世大陆,//book.qidian.com/info/1010839934
第三颗雪梨,//bookcover.yuewen.com/qdbimg/349573/1010859252/150,雕刻、竹编、漆艺、书法、茶艺、香艺……中华上下五千年，每一种手工艺，都曾熠熠生辉！五千年来，这些的传统技艺明媚了中华儿女的日常生活。五千年后，传统依旧在！主角秦淮，潜心研究传统技艺，愿在此间久伫，守中,技艺天王,连载中,都市生活,//book.qidian.com/info/1010859252
铁锁,//bookcover.yuewen.com/qdbimg/349573/1004499076/150,进城闯荡的小阿姨衣锦还乡，张禹的老妈心动了，决定让儿子前去投奔。不曾想，所谓的豪宅就是一个三十平米的出租屋，更为要命的是，小阿姨经营的房产中介都快交不上房租了。风水卖房、风水装修……张禹从乡下棺材铺王,驭房有术,连载中,风水秘术,//book.qidian.com/info/1004499076
钢枪里的温柔,//bookcover.yuewen.com/qdbimg/349573/1003598711/150,遭遇人生低谷的夏若飞意外发现祖传画卷中竟内含乾坤，自带一方独立的小空间。空间里有促进植物生长的灵潭水，有医治百病的神秘灵花，还自带十倍时间流速，栽什么都是精品，种什么都长得飞快，养什么都能通灵性……从,神级农场,连载中,都市生活,//book.qidian.com/info/1003598711
南斗昆仑,//bookcover.yuewen.com/qdbimg/349573/1003603699/150,独守扶余镇八荒，不拜三清又何妨。我得无量天尊业，青天不见白骨乡！殡仪馆小工的崛起纪实。猛鬼收容所（昆仑帮总舵，都可进）：530200761生死道（VIP群，舵主以上可进，需验证）：100874761,猛鬼收容系统,连载中,灵异鬼怪,//book.qidian.com/info/1003603699
大佑佑,//bookcover.yuewen.com/qdbimg/349573/1010670189/150,已过不惑之年的沈秋山意外穿越平行时空，苏醒之后发现，自己竟然生在了一个牛叉闪闪的“文娱世家”……二弟是歌手（过了气的那种）三妹是演员（十八线的那种）四弟是武替（不露脸的那种）小妹是主播（在实习的那种）,巨星家族,完本,娱乐明星,//book.qidian.com/info/1010670189
奔跑的傻兔,//bookcover.yuewen.com/qdbimg/349573/1010806542/150,一觉醒来，韩墨成为了另一个人，不仅如此，还多了一个古灵精怪的小公主。在别人眼里他是男神，是歌神，是厨神，是综艺之神，随手写的都是神作，可是在萱萱小小的心里，爸爸是全能的存在，他是科学家，是哲学家，是百,全能巨星奶爸,连载中,娱乐明星,//book.qidian.com/info/1010806542
渡红尘,//bookcover.yuewen.com/qdbimg/349573/1009352060/150,新书《改造世界之重塑神话》已经上传，有兴趣的朋友可以去看看。莫尘穿越到数千年后的星际时代，本以为会平淡的度过一生。可当随身携带的系统苏醒，他发现一切都变了！系统，你让我开着游戏外挂穿越诸天万界，从一开,诸天最强BOSS,完本,时空穿梭,//book.qidian.com/info/1009352060
凉心未暖,//bookcover.yuewen.com/qdbimg/349573/1009908634/150,深渊。这是这片土地的名字。无限层面的无底深渊。这里是无穷无尽，令人窒息的恐怖之地。这里是环境极其恶劣，生命极其危险之地。深渊。致力于死亡和毁灭的恶魔家园，亦是，陈锋是否能够在这末日生存最大的保障。身处,末世之深渊召唤师,连载中,末世危机,//book.qidian.com/info/1009908634
七麒,//bookcover.yuewen.com/qdbimg/349573/1010828265/150,每个人都有过通灵的经历，只不过我们的感受很轻微，轻微到可以忽略不计，然而有些特殊的人比我们感受更深，他们有的是天生通灵的人，或是通过修炼而通灵，他们有很多名称，道士，巫婆，萨满，阴阳师，阴阳先生，降头,无极限通灵,连载中,灵异鬼怪,//book.qidian.com/info/1010828265
无量小光,//bookcover.yuewen.com/qdbimg/349573/1009644217/150,新书【洪荒之太一大道】已经发布，求各位书友支持！“吾乃红云，就想问一句，老好人就该被欺负，就该陨落吗？”一个老好人转变腹黑男吞噬洪荒的历程.............普通群，无需粉丝值:55427875,洪荒之红云大道,连载中,神话修真,//book.qidian.com/info/1009644217
牵牛喂大将军,//bookcover.yuewen.com/qdbimg/349573/1010293035/150,十步杀一人，千里不留行。事了拂衣去，深藏身与名......侠之大者，为国为民，侠之小者，锄奸扶弱。穿梭诸天万界，身份角色不停变换，沈炼的堂弟、刘正风的弟子、林动的表哥、悟空的同门、通天教主的徒弟...,穿梭时空的侠客,连载中,时空穿梭,//book.qidian.com/info/1010293035
浅悠凉,//bookcover.yuewen.com/qdbimg/349573/1004160702/150,一言不合就自杀，没有任务是死一次解决不了的，死一次不行，那就死两次！无限恐怖-生化危机，死亡一百五十五次。新铁血战士，死亡三十一次。虐杀原形，死亡十五次。魔兽世界，死亡？？？次。权力游戏，死亡？？？次,位面无限重生,连载中,时空穿梭,//book.qidian.com/info/1004160702
醛石,//bookcover.yuewen.com/qdbimg/349573/1011337448/150,混在美国的简恒一心想赚足了美刀之后回国愉快的养老，可惜的是阴差阳错之间，他成了一个穷的叮铛响的牧场主！好在他有一个不为人知的外挂，从这开始简恒经营起了自己的小牧场，同时顺带着夹点儿私货，愣是让这帮子来,美国牧场的小生活,连载中,都市生活,//book.qidian.com/info/1011337448
榴莲只吃皮,//bookcover.yuewen.com/qdbimg/349573/1010535125/150,这是一个画风经常出问题的霍格沃茨。这是一个奇洛被学生们组团刷了、蛇怪上了庆功宴的餐桌、小天狼星·布莱克差点变狗肉煲、伏地魔不知不觉中一再被坑、教授们坐在一起包饺子、小姨子就是正义的故事。,在霍格沃茨淡定地喝红茶,连载中,衍生同人,//book.qidian.com/info/1010535125
威馆长,//bookcover.yuewen.com/qdbimg/349573/1009361813/150,“什么？你是位战士！”“终结者上，踢死他！让他知道没有钢铁般的意志，不配叫战士。”“还有提莫，去把墙角装隐身的那个盗贼给我擒下，以后你就用他实验新品种的蘑菇。”“阿尔托利亚，那个武僧就交给你了！”“对,魔法与万象卡牌系统,连载中,衍生同人,//book.qidian.com/info/1009361813
残酷厕纸天使,//bookcover.yuewen.com/qdbimg/349573/1004132242/150,法爷为何修真？地精因何舞光剑？凝聚神格+四九天劫=What？自晶壁破裂，‘轮回殿’坠落物质位面以来，恶魔猖獗，天下纷争，魔鬼、亡灵、巨龙接踵而起，诸神失格，苍生涂炭。主位面有累卵之危，生灵有倒悬之急。,魔法种族大穿越,连载中,时空穿梭,//book.qidian.com/info/1004132242
巴下客,//bookcover.yuewen.com/qdbimg/349573/1010389683/150,末法时代，历经无量量劫，修炼纪元即将终结，最后的气运结合遁去的一演化至宝诸天棋盘，被末法时代最后一个修行之人得到，开启了一段浪迹诸天的传奇。,浪迹在诸天,连载中,神话修真,//book.qidian.com/info/1010389683
跳舞,//bookcover.yuewen.com/qdbimg/349573/3452145/150,【NPC蹂躏玩家！吊打穿越者！】我的世界我做主！哪里轮到你们这些魂淡来作威作福？！走上【史上最强救世主】的道路，注定充满了刺激！……陈小练：从今天开始，一个宗旨为抵抗那些魂淡的抵抗组织成立了！我们的团,天启之门,连载中,异术超能,//book.qidian.com/info/3452145
小卒没过河,//bookcover.yuewen.com/qdbimg/349573/1010027789/150,这是一个很愉快的重生者的故事，没什么大仇大怨，也没什么金手指，作为重生者就是他最大的幸运了。,重生日本之以剑称圣,连载中,都市生活,//book.qidian.com/info/1010027789
小木不是小暮,//bookcover.yuewen.com/qdbimg/349573/1005265830/150,【2018最爽LOL文】这一年，大魔王横压当世，三星双雄并起；这一年，国内全华班团结一心，势要争冠；这一年，PDD还在上路当皇帝，厂长也不懂4396是啥玩意；这一年小狗秒选薇恩，兮夜见面砸熊……这一年,英雄联盟之传奇正盛,连载中,电子竞技,//book.qidian.com/info/1005265830
名窑,//bookcover.yuewen.com/qdbimg/349573/1010807557/150,乡村小直播，大看台。直播奖励多，上山打猎配良弓，下水捉鱼好网兜。山间野趣欢乐多，卖萌宠物不能少。开山路，下地河，采摘野果，直播乐事多。玩玩乐，赚赚钱，逗逗狗，撵野猪。乡下小直播，有吃又有喝，点滴烦心事,悠闲乡村直播间,连载中,都市生活,//book.qidian.com/info/1010807557
烟火成城,//bookcover.yuewen.com/qdbimg/349573/1010426071/150,当游戏中的第一件法宝出现在现实世界，所有人类都为之陷入疯狂。这是最好的时代，人们进入游戏，将装备、神通、修为统统带回现实世界；这是最坏的时代，游戏中的妖魔侵入现实，实力恐怖到让人绝望，整个现实世界走向,诸界末日在线,连载中,时空穿梭,//book.qidian.com/info/1010426071
相思洗红豆,//bookcover.yuewen.com/qdbimg/349573/1010996810/150,开局一个小萝莉，你让我怎么赢？最不济也给一条狗吧？什么？敌方部落主宰塔建成？走，拆塔虐泉！地球后文明时代，元气爆发，每一种姓氏，都是一种图腾，都能激活一种血脉力量！夏姓，图腾玄鸟朝日，血脉之力为流金似,酋长别打脸,连载中,东方玄幻,//book.qidian.com/info/1010996810
冬日之阳,//bookcover.yuewen.com/qdbimg/349573/1010933712/150,睁开双眼，降临高武三国变身黄巾小兵，这是力量爆表的三国世界……吕布、赵云。张飞，在原本历史上就是万人敌的猛将兄，如今武力直破天际，横扫万军，崩山裂石都是等闲！还好我有金手指，能穿梭诸天世界……书友群：,崛起诸天,连载中,东方玄幻,//book.qidian.com/info/1010933712
那一抹绯红,//bookcover.yuewen.com/qdbimg/349573/1010744957/150,钢铁铸就的繁华都市，给了我们舒适的生活，但同时也禁锢了我们的天性；一个普通的白领青年，一扇神奇的冒险之门；孤岛求生，丛林历练，冰川独行，大漠迷途；末日挣扎，墓穴寻幽，外星探险，洪荒狩猎.......推,史上最牛冒险,连载中,异术超能,//book.qidian.com/info/1010744957
落梅河,//bookcover.yuewen.com/qdbimg/349573/3461835/150,这是一个令人发指的故事，这是一个令人发指的人。不说他其它的成就，大学刚毕业，他在纳斯达克，就已经有了两家上市公司，不对，他最近又收购了一家上市公司，哦，还在计划收购另一家。身后，还有一大堆投行追赶着，,重生九二之商业大亨,连载中,都市生活,//book.qidian.com/info/3461835
陈瑞,//bookcover.yuewen.com/qdbimg/349573/1005075675/150,这是一个群雄并起的时代：幅员辽阔的波斯，以武立国的斯巴达，商贸称雄的雅典，后起之秀底比斯，雄心勃勃的马其顿，西地中海的双雄，刚刚兴起的罗马……这是一个将星璀璨的时代：斯巴达最后的王者阿格西劳斯，底比斯,古希腊之地中海霸主,连载中,外国历史,//book.qidian.com/info/1005075675
旧生,//bookcover.yuewen.com/qdbimg/349573/1010965501/150,偶得神级幸运系统，称号：幸运女神的学徒？这算什么，我要成为幸运女神的男人！“落到海边都能找到满配M4，这怕是开了资源挂吧？举报了举报了.”高枭：......“我要向蓝洞举报，这个主播看见飞机打一枪就能,我真的不开挂,连载中,游戏主播,//book.qidian.com/info/1010965501
济府老赵,//bookcover.yuewen.com/qdbimg/349573/1009382296/150,成袋的盐、香料还有糖从商店里一直堆到街上，满载的商人们赶着马车来来往往。空气中弥漫着各式香料糅合而成的芬芳。这是绿洲旁的繁华城市，捶打声和织布机声此起彼伏，工匠们的作坊里生意热火朝天。斯瓦迪亚王国的继,绿洲中的领主,连载中,游戏异界,//book.qidian.com/info/1009382296
斗勺,//bookcover.yuewen.com/qdbimg/349573/1005972403/150,成为一名炼气师，能够做什么呢？驭气健体，治病防身，力大无穷，速度惊人，成为宗师，地球第一人……楚风起初就是这样想的。可是，随着境界的提升，他愈发地认识到自己的天真，炼气师的真正强大之处，远远不止于此，,登顶炼气师,连载中,异术超能,//book.qidian.com/info/1005972403
黑色花灯,//bookcover.yuewen.com/qdbimg/349573/1009922190/150,平行空间，华夏国。A：第一，坐等叶飞大神开播。B：今天叶大神要直播什么菜？猜对有奖。C：这个真不好猜，他会做的太多了。D：妈妈，叶飞哥哥快开播了，快给我泡一碗泡面。E：小飞要开播了啊？老头子，别打牌了,神级美食主播,连载中,娱乐明星,//book.qidian.com/info/1009922190
纪墨白,//bookcover.yuewen.com/qdbimg/349573/3678208/150,重回一九八四年的的香江，见证香江影坛的黄金时代。拍拍戏，泡泡妞，赚赚钱……夏天的目标是——娱乐全世界！……………………………………书友群：142371603。,穿越之娱乐香江,连载中,娱乐明星,//book.qidian.com/info/3678208
牧尘客,//bookcover.yuewen.com/qdbimg/349573/1011025383/150,陈旭一场车祸穿越到秦朝，而此时秦始皇刚刚统一六国失去了人生的奋斗目标。在考虑抱项羽大腿还是抱刘邦的大腿之中纠结迷茫很久之后，他给秦始皇敬献了一个地球仪。跨过高山越过沙漠，跟随大秦铁骑的黑色龙旗，从神州,帝国吃相,连载中,秦汉三国,//book.qidian.com/info/1011025383
沧澜波涛短,//bookcover.yuewen.com/qdbimg/349573/1009816498/150,你们知道5000年后的未来是怎样的吗？那是星舰少女的时代。而流年枫则是5000万星舰少女中唯一的男性星辰提督————————————读者群：482638802,少女航线,连载中,原生幻想,//book.qidian.com/info/1009816498
