author,img,intro,name,state,type,url 
望平安,//bookcover.yuewen.com/qdbimg/349573/1004175066/150,极度烧脑的作品，情节精采曲折，语言轻松幽默，乃是居家旅行，休闲娱乐必备的首选佳品！大唐时代，李日知做为一个精通刑律的人，从小就开始破案，各种料事如神，各种被崇拜，可厉害了！,大唐司刑丞,连载中,两晋隋唐,//book.qidian.com/info/1004175066
宝月流光,//bookcover.yuewen.com/qdbimg/349573/1010934998/150,楚歌有一天早上醒来，忽然发现自家客厅里出现了一个副本的入口。我靠，这是什么情况，虽然老子是游戏高手，可真人下副本这种事情，老子真的不熟啊。我家客厅有个副本1群，群号：285461405。（这个群快满了,我家客厅有个副本,连载中,游戏异界,//book.qidian.com/info/1010934998
风三十五,//bookcover.yuewen.com/qdbimg/349573/1010176376/150,八年老兵余洋，无意间进入无尽杀戮场，再次扛枪上阵。从索马里到斯大林格勒，从中东沙漠到南美洲热带雨林，野兽，敌人，甚至你身后的友军都会带走你的生命！这是一个高度危险的职业！书友群:651835345（已,高危职业,完本,军事战争,//book.qidian.com/info/1010176376
天蚕土豆,//bookcover.yuewen.com/qdbimg/349573/2048120/150,修炼一途，乃窃阴阳，夺造化，转涅盘，握生死，掌轮回。武之极，破苍穹，动乾坤！……东方英雄传奇大剧《武动乾坤》8月7日登陆优酷视频和东方卫视周播剧场。由张黎执导，杨洋、张天爱、吴尊、王丽坤领衔主演。,武动乾坤,完本,东方玄幻,//book.qidian.com/info/2048120
风凌天下,//bookcover.yuewen.com/qdbimg/349573/1952707/150,一笑风雷震，一怒沧海寒；一手破苍穹，一剑舞长天！一人一剑，傲世九重天！,傲世九重天,连载中,异世大陆,//book.qidian.com/info/1952707
我吃西红柿,//bookcover.yuewen.com/qdbimg/349573/3513193/150,在夏族的安阳行省，有一个很小很不起眼的领地，叫——雪鹰领！故事，就从这里开始！**继《莽荒纪》《吞噬星空》《九鼎记》《盘龙》《星辰变》《寸芒》《星峰传说》后，番茄的第八本小说！,雪鹰领主,连载中,异世大陆,//book.qidian.com/info/3513193
寇十五郎,//bookcover.yuewen.com/qdbimg/349573/1010830878/150,1279，厓山断魂，十万蹈海，神州陆沉。华夏薪火摇摇欲熄。左手左轮，右手黑星，杀出个黎明！黑枪救国，七子逆战，五百条枪抗蒙元。这是一条地狱级难度的反攻之路。1279，绝地反击，开启！~~~~~~~~~,双枪皇帝,连载中,两宋元明,//book.qidian.com/info/1010830878
混吃等死,//bookcover.yuewen.com/qdbimg/349573/1010165672/150,曹魏:蜀贼这次亡定了！猪脚:凛凛人如在，谁云汉已亡！东吴:蜀朝与我大吴是多年盟友啊……猪脚:汉贼不两立，王业不偏安！司马晋:贼子欲壑难填！猪脚:兴复汉室，还于旧都！这是一个现代人的灵魂附身关羽最后的孙,蜀汉的复兴,完本,秦汉三国,//book.qidian.com/info/1010165672
河帅,//bookcover.yuewen.com/qdbimg/349573/3347572/150,新书《超强兵王在都市》已发布，跪求各位朋友的支持。古语有云：“一命二运三风水。”天生盘龙命格，承载卧虎风水的最强特种兵叶青，为了救回被拐走的唯一弟弟，毅然退伍南下。可是，在这灯红酒绿的都市，隐忍只是无,都市武圣,连载中,恩怨情仇,//book.qidian.com/info/3347572
碎影星沙,//bookcover.yuewen.com/qdbimg/349573/1003458933/150,光芒与黑暗的交锋从未停止，得到诺亚之光的星夜为打败扎基在无穷的宇宙中穿梭在无尽的宇宙中进行着无休止的战斗而一步步成长着。传说中的大宇宙之光、宇宙的保护者光之国，无尽的次元宇宙中还有很多的未知和冒险等待,奥特曼战记,完本,衍生同人,//book.qidian.com/info/1003458933
王不过霸,//bookcover.yuewen.com/qdbimg/349573/1011010427/150,叶昭穿越了，从末世穿越到黄巾将起的汉末时代，作为一名三流世家的独苗，没有金手指，叶昭表示这点儿压力不算什么前世作为一方霸主，今生既然到了这豪杰并起的时代，又怎能庸碌一生，汉祚既然将尽，那便取而代之！,代汉,连载中,秦汉三国,//book.qidian.com/info/1011010427
流泪的啤酒,//bookcover.yuewen.com/qdbimg/349573/1010804130/150,平行时空中的生命是如此愚昧，贪图获取无尽的知识与能量，然而知识充满谎言，能量是时空毁灭的根源，法师们已经掌握穿梭时空的奥妙，我们战无不胜，将亿万世界化为尘埃，你们这些区区蝼蚁，终将灰飞烟灭。——法师亚,法师亚当,完本,剑与魔法,//book.qidian.com/info/1010804130
莫道梦魂遥,//bookcover.yuewen.com/qdbimg/349573/1010119957/150,本书是纯灵异无限流小说——吕清一觉醒来，便发现自己身处梦魇，只有完成十次任务，才能活着回归真实的世界。一旦拒绝参加或是任务失败，下场只有一个，那就是死亡。穿梭于真实与虚无之间，在地狱里挣扎着追寻虚无缥,夜半鬼入梦,连载中,恐怖惊悚,//book.qidian.com/info/1010119957
王大忽悠,//bookcover.yuewen.com/qdbimg/349573/1005835119/150,【火爆作品】”我是赵炎！“赵钱孙李的赵！炎黄子孙的炎！这是一个华夏顶级特工重生回到18岁的故事，他将使用自己的能力重新走上巅峰！,新特工学生,连载中,谍战特工,//book.qidian.com/info/1005835119
知道深浅了,//bookcover.yuewen.com/qdbimg/349573/1004041725/150,2018年盗墓悬疑巨作，传统盗墓世家！骨教教主墓，侵华日军遗留的鬼斗，七星观悬崖下的黑鬼脸蜘蛛巢穴，泉城南山婴儿坟场及地下炼尸窟，刘伯温所设二十八星宿墓阵，诏县巫山寄死窟，灵泉寺舍利浮屠等惊险古迹，并,升棺发财,连载中,灵异鬼怪,//book.qidian.com/info/1004041725
月毁星沉,//bookcover.yuewen.com/qdbimg/349573/1011066870/150,武道炼精，一元穴窍粉碎真空文道炼气，气吞寰宇天地共鸣理道炼神，算尽苍生宇宙建模异道炼虚，变假为真灵台神国“哪怕今日不过氪命孺子，他日如何不能手握永恒？”氪命碎寰宇，弹指越光阴，不知不觉中，申凯一路踏歌,史上最强氪命,连载中,高武世界,//book.qidian.com/info/1011066870
苍山月,//bookcover.yuewen.com/qdbimg/349573/1003631173/150,庆历六年，歌舞升平的赵宋王朝。迎来了一个疯子....亲眼见识了大宋的雍容华贵与温情。起初唐奕只想享受这个时代，什么靖康之耻、蒙古铁骑都与他无关。反正再怎么闹腾历史都有它自己的轨迹。千年之后中华还是中华,调教大宋,完本,两宋元明,//book.qidian.com/info/1003631173
漂浮的气球2,//bookcover.yuewen.com/qdbimg/349573/3680279/150,道法通神、医法通鬼。一位本应为了生计而狼藉奔波的三流大学毕业生，却因为一次不经意间的出手救人，否极泰来、令他好人有好报的得到了传说中修真界高人的玄术与医道传承，开启了另一个崭新且光怪陆离的新世界！ps,都市修真医圣,连载中,异术超能,//book.qidian.com/info/3680279
何未满,//bookcover.yuewen.com/qdbimg/349573/1009845114/150,15亿地球喷子，正在通过诺曼的眼睛注视着这个剑与魔法的世界。而除了喊“666”和骂主播外，这些喷子也不介意透露一些魔法咒语，例如龙语禁咒“亡灵天灾”：“豈曰無衣？與子同袍。王于興師，修我戈矛……”,法神直播间,完本,史诗奇幻,//book.qidian.com/info/1009845114
最终永恒,//bookcover.yuewen.com/qdbimg/349573/1010475081/150,"（新书已发：《高维穿梭者》！）深空之下,星河璀璨,文明无数……这里是月球1号基地，随着一次史无前例的超强核爆，一艘庞大无比的超级战舰正式高歌起航！它是人类最后的希望，其名为……诺亚！（传统星际科幻小说",深空之下,完本,星际文明,//book.qidian.com/info/1010475081
我的洪荒之力,//bookcover.yuewen.com/qdbimg/349573/1005001309/150,一个经过改造的年轻人，重新踏入社会，从底层爬起来，慢慢的建立自己的人生观。有朋友、金钱、骗局、生活，在取舍中找到属于自己的命运。,我不是小偷,连载中,现实百态,//book.qidian.com/info/1005001309
耳根,//bookcover.yuewen.com/qdbimg/349573/2070910/150,魔前一叩三千年，回首凡尘不做仙，只为她……掌缘生灭请看耳根作品《求魔》,求魔,完本,幻想修仙,//book.qidian.com/info/2070910
雪满弓刀,//bookcover.yuewen.com/qdbimg/349573/1003695667/150,灵根残缺的少年，得神秘女子传授一部无上妖典，踏上修行之路。自此，一代妖孽崛起于天荒，令仙魔颤抖，诸圣俯首。一朝尘尽光生，照破山河万朵！,永恒圣王,连载中,幻想修仙,//book.qidian.com/info/1003695667
猫腻,//bookcover.yuewen.com/qdbimg/349573/114559/150,积善之家，必有余庆，留余庆，留余庆，忽遇恩人；幸娘亲，幸娘亲，积得阴功。劝人生，济困扶穷……而谁可知，人生于世，上承余庆，终究却是要自己做出道路抉择，正是所谓岔枝发：东风携云雨，幼藤吐新芽。急催如颦鼓,庆余年,完本,架空历史,//book.qidian.com/info/114559
何无恨,//bookcover.yuewen.com/qdbimg/349573/1009599637/150,一剑诛仙佛，一剑葬神魔！他本是皇城第一武道天才，却丹田被毁，沦为天下人耻笑的废物。绝望之际，竟发现体内藏有一座剑神墓！十八道神秘墓碑，刻印着无上剑道绝学，墓中更有一道神剑之魂，名为葬天！从此之后，一个,剑破九天,连载中,东方玄幻,//book.qidian.com/info/1009599637
熊二先生,//bookcover.yuewen.com/qdbimg/349573/1010724421/150,这是一个巫妖联合，妖天巫地，一统洪荒，镇压一切不服的故事。龙汉劫时，太一沟通大罗天，庇护周天星神。其后，开辟九重天阙，建立无上神庭，再现神族荣光。巫妖联手，建立太极混元大阵，抽取无边混沌之气，延缓量劫,洪荒之太一证道路,连载中,神话修真,//book.qidian.com/info/1010724421
远瞳,//bookcover.yuewen.com/qdbimg/349573/1463673/150,不是帝国争霸，不是异界风云，更不是升级练功，其实，这是一本非常严肃正经认真的硬科幻救世文——你就当真的听。好吧，其实这就是一群没溜的领袖和一个坑爹的元首欢乐无节操的救世日常而已。混吃等死的伪宅摇身一变,希灵帝国,连载中,未来世界,//book.qidian.com/info/1463673
李暮歌,//bookcover.yuewen.com/qdbimg/349573/3630408/150,没有人知道他从哪里来，但是见过他真面目的对他只有一个评价，那就是和魔鬼签订过契约的人。外人都称呼他为魔王，可是他自己却知道，他内心多么渴望一份宁静。接受了契约婚礼，奈何老婆冷如冰山，看一个非洲战场上的,我的绝色总裁老婆,连载中,都市生活,//book.qidian.com/info/3630408
暮雨神天,//bookcover.yuewen.com/qdbimg/349573/1003818186/150,吞天至尊凌霄，战神大陆十大封号至尊之首，触摸到神灵之境的绝世强者，却因好友陷害而死，重生于万年后一个平凡少年的身上。拳出乾坤动，念动星河灭，一代至尊，荣耀归来，从此踏上了一条横扫各路天才的无敌之路！《,万古大帝,连载中,东方玄幻,//book.qidian.com/info/1003818186
易继风,//bookcover.yuewen.com/qdbimg/349573/1003590116/150,他表面上帅气潇洒，是所有男人羡慕嫉妒恨的对象，暗地里却是让各方大佬闻风丧胆的过江龙，一纸婚约，让他重回都市，繁华的都市，如虎如迷的男人，且看他如何铸造自己的传奇！书友群：241770676,美女总裁的极品高手,连载中,都市生活,//book.qidian.com/info/1003590116
诸羊黄昏,//bookcover.yuewen.com/qdbimg/349573/1010236177/150,“恭喜宿主，获得三清道长系统，日后您将以振兴道门为己任，任务失败则扌...”啪嗒——“刚刚好像有一只苍蝇？”系统，卒。---------------PS：新书《十号典当行》上线，轻松逗比,史上最牛道长,完本,都市生活,//book.qidian.com/info/1010236177
盐渍月鸦,//bookcover.yuewen.com/qdbimg/349573/1011280592/150,一封遗书，不幸敲开了通往异世界的门。而眼前的一切让路奕开始明白，像那些弄掉就不知所踪的橡皮、弹珠、硬币……他只是和这些东西，去了同一个地方。,死灵博物馆,连载中,另类幻想,//book.qidian.com/info/1011280592
微生妙海,//bookcover.yuewen.com/qdbimg/349573/1006634976/150,这不科学，为啥在无限空间中，科学系是最弱的？无限空间：因为科学系太科学了，所以最弱啊！既然骚年这么喜欢科学系，为科学系扛旗的大任就交给你了，！云启：呃，压力山大啊！看来我只能用不科学的黑科技来对付更不,我的无限战舰,完本,衍生同人,//book.qidian.com/info/1006634976
守阙道人,//bookcover.yuewen.com/qdbimg/349573/1006631076/150,获丹士传承，修炼金丹大道的腼腆小道医欲结金丹需红尘炼心，持本心，行道路；不结豪富，不侍权贵，但求本心无碍，伴道而行……,率性道医,连载中,异术超能,//book.qidian.com/info/1006631076
猪头七,//bookcover.yuewen.com/qdbimg/349573/1003489547/150,这是一个关于追求胜利的故事。“你们只需要牢记一点，在这里，我才是最重要的人！”李昂霸气十足，主教练的权威不容挑战，这是所有的人都必须认识到的。有的人讨厌他，有的人疯狂崇拜他。我是李昂，这是我的故事，一,球场教父,完本,足球运动,//book.qidian.com/info/1003489547
冰临神下,//bookcover.yuewen.com/qdbimg/349573/3192423/150,道火不熄，魔种永传。逆天之修，顺天成丹。这是一个被魔种入侵过的少年、在视魔为生死大敌的道门里修行成长的故事。他被打上“需要警惕”的标签，注定他的人生轨迹与众不同。拔魔月票群344496575，订阅用户,拔魔,完本,修真文明,//book.qidian.com/info/3192423
猫腻,//bookcover.yuewen.com/qdbimg/349573/2083259/150,与天斗，其乐无穷。,将夜,完本,东方玄幻,//book.qidian.com/info/2083259
青史尽成灰,//bookcover.yuewen.com/qdbimg/349573/1004992610/150,没有杨柳岸晓风残月，没有把酒问青天，没有清明上河图……一个倒霉的写手，猛然发现，自己好像来到了假的大宋……家道中落，人情薄如纸。外有大辽雄兵，内有无数猪队友，滔滔黄河，老天爷也来添乱……再多的困难，也,大宋将门,完本,两宋元明,//book.qidian.com/info/1004992610
张牧之,//bookcover.yuewen.com/qdbimg/349573/3689120/150,众神大战，胜负不分，只留下千疮百孔的天地。千万年时光，战神之魂在废墟中建立起新世界。九世轮回，一心一意，只为一个信念。少年手持青锋，仰望星空深处。妖、魔、邪……胆敢染指这片世界的人，都将在这片世界喋血,神武战王,连载中,东方玄幻,//book.qidian.com/info/3689120
汉朝天子,//bookcover.yuewen.com/qdbimg/349573/1011223144/150,一个黑暗的时代，血与火的时代。诸神的游戏依然在继续，却不知他们自己也即将进入棋盘。蛮荒之地，绿色的邪恶大潮席卷四方。黑暗之中，不死者们离开坟墓，向生者发动战争。人类帝国的新皇，必须证明他有能力抵御外敌,战锤神座,连载中,史诗奇幻,//book.qidian.com/info/1011223144
远古莱德,//bookcover.yuewen.com/qdbimg/349573/1011430623/150,喜获《日行一善》系统，做善事，得奖励，走上篮坛巅峰！……“自打雷风进入了NBA，整个NBA就是一片鸡飞狗跳！”“我当然知道雷风是个好人！但是他做好事的方式，能不能略微正常一些……”NBA光头总裁肖华捂,篮坛活菩萨,完本,篮球运动,//book.qidian.com/info/1011430623
苏烟南,//bookcover.yuewen.com/qdbimg/349573/1003524253/150,兵王会武术，挡都挡不住。兵王会修仙，能打能上天。这是一个放荡不羁的兵王传奇。新书《校园至尊兵王》开始连载更新,校园之护花兵王,连载中,异术超能,//book.qidian.com/info/1003524253
漫客1,//bookcover.yuewen.com/qdbimg/349573/1010623012/150,这是一个穿越回古代做王爷的故事。多年以后，有人想给赵显一身黄袍，有人想给他一顶白帽子。赵显语气诚恳：我生来为启而鸣，奈何王冠将白？本书原名《白王》，只是名字被占了，跟将夜没有关系～书友群号：64035,将白,连载中,架空历史,//book.qidian.com/info/1010623012
零下九十度,//bookcover.yuewen.com/qdbimg/349573/1006799368/150,你听过幸运光环吗？当陈锋发现，自己的幸运光环竟然可以自由控制的时候，他就知道，属于他的时代，来了。,最强基因,连载中,高武世界,//book.qidian.com/info/1006799368
薪意,//bookcover.yuewen.com/qdbimg/349573/3600493/150,【超人气玄幻】这是一个诡异莫名的世界……山，水，石，花，草，树，木，太阳，月亮，星辰……天地万物都是力量的来源。这里有着前世所有的经典名著，但却有了一个新的名字《道典》！原来看书就能获得力量啊？方正直,神门,完本,东方玄幻,//book.qidian.com/info/3600493
我来你来,//bookcover.yuewen.com/qdbimg/349573/1010217379/150,闯荡江湖需要讲什么？义气？势力？金钱？郝飞说：“知道什么叫混江湖么？”,网游之江湖混子,连载中,虚拟网游,//book.qidian.com/info/1010217379
给力,//bookcover.yuewen.com/qdbimg/349573/3403583/150,【全网最火爆玄幻，总点击过亿，倾情力荐！】为夺有望冲击神境至宝万物之源，一代强者九幽大帝陨落，重生为一名叫石枫的少年。且看石枫如何凭借苏醒的前世记忆，扼杀各方天才，夺天地造化，踏着累累白骨，回归大帝之,九幽天帝,连载中,东方玄幻,//book.qidian.com/info/3403583
锋临天下,//bookcover.yuewen.com/qdbimg/349573/1010821184/150,京城大饭店总厨，因车祸去世，阴差阳错，竟然重生在六零年代一名憨货身上，没错，就是憨货，憨货要怎么做才能左右逢源，风生水起，请看正文。全订群：534115636。普通群：292724802。,重生过去当神厨,完本,都市生活,//book.qidian.com/info/1010821184
肉末大茄子,//bookcover.yuewen.com/qdbimg/349573/1011041249/150,重生2006，喜获神级教练系统！能治病，能兑换球员能力，还能抽女仆？！还是姚麦火箭队开局？简直飞起！等等，可为什么这是史上存在感最弱的系统啊喂！NBA教练文！养成！同时也是一本教练装逼文！ps：已有完,体坛之篮球教父,完本,篮球运动,//book.qidian.com/info/1011041249
东方玄,//bookcover.yuewen.com/qdbimg/349573/1009685880/150,因修行一部道家秘典，方玄意外重生回到了十年前，创世开服的前天。逆袭之路便由此开启……光明与黑暗的对立、秩序与混乱的角逐、正义与邪恶的争斗，尽在创世之中。何以为继？秉一盏执着，透彻尘世的孤寂。因你，无双,时空之前,连载中,虚拟网游,//book.qidian.com/info/1009685880
不敢打游戏,//bookcover.yuewen.com/qdbimg/349573/1004438303/150,因见义勇为，被捅死的学生宁天林，在地府偶获战斗力系统，重新还阳。什么，你的战斗力只有五十，那你还跟我装！我一万点战斗力都不好意跟你说！什么，你从小打熬身体，修习武艺，还苦练铁档功?战斗力五百？那跟我有,无敌战斗力系统,连载中,古武机甲,//book.qidian.com/info/1004438303
哆啦i梦,//bookcover.yuewen.com/qdbimg/349573/1010705930/150,林动是个coser，并不普通的那种。cosplay英灵卫宫的时候，真的能够发出来无限剑制。cosplay吉尔伽美什的时候，也真的能够用出来乖离剑。cosplay漩涡鸣人的时候，也能够搓出来螺旋丸。就是,次元马甲系统,完本,衍生同人,//book.qidian.com/info/1010705930
三角田七,//bookcover.yuewen.com/qdbimg/349573/1004934229/150,新书【西游最强祖师】同步火热更新之中，欢迎一起看。【爆火西游】一代凡人穿越西游世界，成为一介天兵。只是一个普通的天兵，却遇到各种无节操的神仙下绊子。不成功便成仁！为了避免成为炮灰，沦为三界尘埃，郭青要,重生西游之最强天兵,连载中,神话修真,//book.qidian.com/info/1004934229
如水意,//bookcover.yuewen.com/qdbimg/349573/3056070/150,高扬是一个军迷，一个很普通的军迷，爱刀，爱枪，爱冒险。一次意外，高扬跑去了非洲，结果不幸遇到了空难，侥幸活命，却从此只能在枪口下混饭吃了，因为他成了一个雇佣兵。一个军迷，能在国际佣兵界达到什么样的高度,佣兵的战争,完本,战争幻想,//book.qidian.com/info/3056070
大烟缸,//bookcover.yuewen.com/qdbimg/349573/1011484697/150,从前，有个渔夫从海上的漂流瓶中放出了被封印的魔神。魔神说：“我曾在瓶中发誓，谁把我放出来就实现他的一个愿望，财富，权势，美女，他想要什么我都会帮他实现！你就是这个幸运的人，说出你的愿望！”渔夫回答：“,勇者斗魔神,连载中,游戏异界,//book.qidian.com/info/1011484697
古沐鱼,//bookcover.yuewen.com/qdbimg/349573/1009911459/150,武德六年，大唐初定，百废待兴。太子稳坐东宫，李世民野心勃勃。武将定江山，文臣思治国。穿越来的秦天只想当一个好相公，让自己的家人过上好日子。,大唐好相公,连载中,架空历史,//book.qidian.com/info/1009911459
剪水II,//bookcover.yuewen.com/qdbimg/349573/1010967266/150,终极魔王的演帝之路...之刀神篇。ps:自推新书《无敌小皇叔》ps：不适黑暗书友可从第二卷-武当掌门，看起。ps:第六卷龙篇纯属番外，与正文无关。ps：尽量支持正版书友群：702868743,最终浩劫,完本,武侠幻想,//book.qidian.com/info/1010967266
萌俊,//bookcover.yuewen.com/qdbimg/349573/1010892017/150,周星祖。影迷青年，获得星爷电影系统，开始穿越在一个个星爷的电影世界当中。“紫霞仙子是我的！”——原名:星爷电影的世界，因为不能打着星爷的名号招摇撞骗，所以书名进行了修改。本书读者群∶368358479,星祖的电影世界,完本,时空穿梭,//book.qidian.com/info/1010892017
墨乡,//bookcover.yuewen.com/qdbimg/349573/1006492471/150,进入大宇宙时期的人类，在星空遭遇黑暗魔族，双方血战星空。少年张远重生十年前，借游戏《英雄》加入星空战场，一代机甲剑神横空出世。新书《最后一个炼金师》已发。,完美机甲剑神,完本,电子竞技,//book.qidian.com/info/1006492471
正义迪,//bookcover.yuewen.com/qdbimg/349573/1009719053/150,末世前夕，偶获吞天食地系统。男主的任务，竟然是吃光整个世界所有的丧尸异种？这这这……丧尸是拿来吃的么？,吞天食地系统,连载中,末世危机,//book.qidian.com/info/1009719053
梧桐火,//bookcover.yuewen.com/qdbimg/349573/3377831/150,【一百章爆发！庆贺白银盟！】获逆天修真传承，一路嚣张、妖孽霸道！踩富二代的脸，拆老怪物的骨头。亿万身家平地起，天才学霸是配角。千万红颜环绕，纵横都市无敌。登临苍穹之巅，就问一声，还有谁？原书名《我的邻,都市超级修真妖孽,连载中,异术超能,//book.qidian.com/info/3377831
步枪,//bookcover.yuewen.com/qdbimg/349573/1010572250/150,【枪团出品】李路回来了，这一次，是1981年。他制造的拖拉机遍布全球农场，他制造的防务装备被数十国家采购使用。,奋斗1981,完本,军旅生涯,//book.qidian.com/info/1010572250
念响,//bookcover.yuewen.com/qdbimg/349573/1010891132/150,茅山弟子下山捉鬼，却被人找去冲喜，跟死人结婚，帮死人冲喜！看着棺材里那具绝美的女尸，叶知秋为难了，冲，还是不冲？（书友群，154126282。）,茅山鬼捕,连载中,灵异鬼怪,//book.qidian.com/info/1010891132
妖月白狐,//bookcover.yuewen.com/qdbimg/349573/3679244/150,白宁远重生了，重生到高三那一年。原本并无大志的他，只想抓紧错过的红颜、拥有的知己，弥补遗憾，改变命运、衣食无忧而已。然而若干年后他才发现，不知不觉里，他却是不小心打造出一个庞大的商业帝国。我们的口号是,重活一次,完本,都市生活,//book.qidian.com/info/3679244
我吃西红柿,//bookcover.yuewen.com/qdbimg/349573/118447/150,一名孩童，天生无法修炼内功。为了得到父亲的重视关注，他毅然选择了修炼痛苦艰难的外功。春去秋来，时光如梭，这个孩童长大了……变成了一名青年，真正改变他的命运，是一颗流星化作的神秘晶石——流星泪。这颗流星,星辰变,完本,幻想修仙,//book.qidian.com/info/118447
晓未央,//bookcover.yuewen.com/qdbimg/349573/1003649938/150,那前方尸骨如山，血似海流，而他从长生中来，无路可走，唯九死一生。书友群：普通书友群577050312，正版读者群：616904347,万龙神尊,连载中,东方玄幻,//book.qidian.com/info/1003649938
讲古书生,//bookcover.yuewen.com/qdbimg/349573/1010708805/150,出生时因为天资太高，为上天所不容；三岁时开天目，鬼差见了我要喊一声林少；四岁时道法大成，鬼王甘愿当我小弟；如今我十八岁，已经强到天下无敌，当然这些不重要，我只想问一下，有个千年冷艳女僵尸，她要非要当我,捉鬼龙王之极品强少,连载中,灵异鬼怪,//book.qidian.com/info/1010708805
蚩尤旌旗,//bookcover.yuewen.com/qdbimg/349573/1010955889/150,苏云在网购护腕的时候，看中了一款据说是独一无二的网状护腕。花一千块钱买个开心，却被迫经历了一个又一个奇异无比的世界冒险，等他偶尔回首的时候，却发现自己早已没了退路……。,我成了新的魔法之神,连载中,另类幻想,//book.qidian.com/info/1010955889
秋刀鱼的汁味,//bookcover.yuewen.com/qdbimg/349573/1010961787/150,鬼子来了，老少爷们一起杀鬼子呀！在冰天雪地的东北敌后，他是苍茫雪原中最致命的猎人，鬼子和汉奸是他最好的猎物；在繁华的上海，是最优秀的谍报人员，和日军特务处，和军统斗智斗勇，在太行山上，他也曾和那群瘦骨,狼烟起,完本,抗战烽火,//book.qidian.com/info/1010961787
给您添蘑菇啦,//bookcover.yuewen.com/qdbimg/349573/3331958/150,一度电，可以让节能灯发光100小时，笔记本电脑开机10小时，采煤27千克，生产15瓶啤酒，创造10元的GDP。那么，60000亿度呢？这是一个电工重生的故事，有关电的故事。,超级电力强国,完本,都市生活,//book.qidian.com/info/3331958
liuyuxi,//bookcover.yuewen.com/qdbimg/349573/1011446882/150,在第不知道多少次拯救亦或是毁灭世界后，中场休息的米杉很庆幸自己很久以前还是一名普通人的时候，不管玩什么游戏建的都是女性角色，不然的话……米杉回过头看了眼身后那群莺莺燕燕，额头冒了一层汗。（目前计划中的,我和我的冒险团,连载中,时空穿梭,//book.qidian.com/info/1011446882
第五独孤,//bookcover.yuewen.com/qdbimg/349573/3679524/150,传说中的佣兵大帝“禁忌神王”叶尘枫回归都市,美女总裁的超级兵王,连载中,异术超能,//book.qidian.com/info/3679524
尘风,//bookcover.yuewen.com/qdbimg/349573/1011120554/150,华夏有一神兵，当所有国家的情报和特工都以为那是超高科技的产物时，其实那只是一个男人而已！我为神兵，绝世无双！,兵王无双,连载中,谍战特工,//book.qidian.com/info/1011120554
佛前献花,//bookcover.yuewen.com/qdbimg/349573/1005836722/150,良田万亩，奴仆数百，豪门大宅......李修远穿越成为了地主家的大少爷，毫无志气的他本打算做一回败家子，当一个纨绔弟子，调戏美俾，广收小妾，鲜衣怒马。直到有天他突然发现自己家在郭北县，县外有个兰若寺。,聊斋大圣人,完本,神话修真,//book.qidian.com/info/1005836722
神仙爱凡尘,//bookcover.yuewen.com/qdbimg/349573/1005097433/150,推荐新书《洪荒之逆天妖帝》盘古开天，无极洪荒，道祖鸿钧、三清、十二祖巫、西方二圣、女娲、帝俊太一·····，他们都有着属于自己的传奇，而身为血海之祖的冥河却没留下什么真正的传奇，一个来自后世的技术宅男,洪荒之冥河问道,完本,神话修真,//book.qidian.com/info/1005097433
宅猪,//bookcover.yuewen.com/qdbimg/349573/3458639/150,自盘古开天，三皇治世，五帝定伦，世界之间，人为天地灵长……此时正值三皇中的人皇末期，五帝未定，人族也不是天地灵长。这里是莽苍荒蛮的时代，妖神、邪神、天神，诸神林立，妖魔、邪魔、天魔，群魔乱舞；万族并存,人道至尊,完本,东方玄幻,//book.qidian.com/info/3458639
苍天白鹤,//bookcover.yuewen.com/qdbimg/349573/1445033/150,什么是天才？无论学习任何战技都能完全领悟，只要修炼新的功法就能扫除进阶的壁障，这才是真正的天才！贺一鸣本为贺家庄一普通少年，习武资质无甚出众，但一次奇遇之后，这个天资本普通的少年一跃成为众人口中的天才,武神,完本,东方玄幻,//book.qidian.com/info/1445033
俗人喝茶,//bookcover.yuewen.com/qdbimg/349573/1011212449/150,屡败屡战的朱寿穿越了。然后……他想掐死系统。“但凡皇亲国戚、勋贵官员产生掐死宿主的想法，可得1分恶念值。恶念值大可续命，小可兑换厕纸。没有你换不到，只有你想不到。”软萌的系统音提示着。你这坑宿主的系统,大明第一祸害,连载中,两宋元明,//book.qidian.com/info/1011212449
漂泊的黑猫,//bookcover.yuewen.com/qdbimg/349573/1005774429/150,因睡了校花，被割断手筋脚筋，绝望之际，融合齐天大圣孙悟空的记忆。从此逆天崛起，一发不可收拾。非洲某军阀：我想再活五百年，您看……某爱国将士：米国的万磁王太嚣张了，又毁了我们200颗人造卫星，您不管管吗,最强齐天大圣,连载中,进化变异,//book.qidian.com/info/1005774429
啃魂,//bookcover.yuewen.com/qdbimg/349573/1006684093/150,打酱油的克林居然是最强的地球人，龙珠世界是一个地球人打酱油，赛亚人无敌的世界。仅懂中国内家拳理论，并没有真正学过太极、八卦、形意等内家拳的现代人，重生于喜欢的龙珠世界。没有赛亚人的天赋，没有娜美克星人,龙珠之超级宗师,完本,衍生同人,//book.qidian.com/info/1006684093
zhttty,//bookcover.yuewen.com/qdbimg/349573/109222/150,主人无限恐怖公郑吒自从失去了自己最亲密的青梅竹马后，对这种反复而又无聊的现代生活已经感到十分的厌倦。正在这时，他发现电脑屏幕上弹出了一段信息：“想明白生命的意义吗？想真正的……活着吗？”在按下YES后,无限恐怖,完本,时空穿梭,//book.qidian.com/info/109222
